store name, name, strain, grower, type, price, weight, thc%, total mg, cost/mg
KC,"<a href=""http://www.dutchie.com/dispensary/keystone-canna-remedies-stroudsburg/product/gti-jet-fuel-s-ground-flower"">Jet Fuel  Ground </a><br><a href=""https://www.leafly.com/search?q=Jet Fuel  Ground "">Leafly</a>",<class 'filter'>,Rythm,Ground Flower,$50.00,7.0g,25.80%,1806.00mg,0.028/mg
KC,"<a href=""http://www.dutchie.com/dispensary/keystone-canna-remedies-stroudsburg/product/kt-pelirroja-s--86245"">Pelirroja </a><br><a href=""https://www.leafly.com/search?q=Pelirroja "">Leafly</a>",<class 'filter'>,Kind Tree ,Flower,$80.00,7.0g,16.83%,1178.10mg,0.068/mg
KC,"<a href=""http://www.dutchie.com/dispensary/keystone-canna-remedies-stroudsburg/product/or-stracciatella-s--77811"">OStracciatella </a><br><a href=""https://www.leafly.com/search?q=OStracciatella "">Leafly</a>",<class 'filter'>,Organic Remedies ,Flower,$45.00,3.5g,29.98%,1049.30mg,0.043/mg
KC,"<a href=""http://www.dutchie.com/dispensary/keystone-canna-remedies-stroudsburg/product/or-stardawg-s-"">OStardawg </a><br><a href=""https://www.leafly.com/search?q=OStardawg "">Leafly</a>",<class 'filter'>,Organic Remedies ,Flower,$80.00,7.0g,27.69%,1938.30mg,0.041/mg
KC,"<a href=""http://www.dutchie.com/dispensary/keystone-canna-remedies-stroudsburg/product/cy-chemex-s-"">CY - Chemex </a><br><a href=""https://www.leafly.com/search?q=CY - Chemex "">Leafly</a>",<class 'filter'>,Cresco ,Flower,$55.00,3.5g,29.19%,1021.65mg,0.054/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/1068627/float-grape-essence?recommended=false&fromMenu=true"">Grape Essence</a><br><a href=""https://www.leafly.com/search?q=Grape Essence"">Leafly</a>",<class 'filter'>,Float,Flower,$50.00,3.5g,28.58%,1000.30mg,0.050/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/937647/matter-lvc-thin-mint-gsc-x-grape-pie-smalls?recommended=false&fromMenu=true"">LVC (Thin Mint GSC x Grape Pie) Smalls</a><br><a href=""https://www.leafly.com/search?q=LVC (Thin Mint GSC x Grape Pie) Smalls"">Leafly</a>",<class 'filter'>,matter.,Smalls,$60.00,7.0g,20.31%,1421.70mg,0.042/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/908935/matter-lvc?recommended=false&fromMenu=true"">LVC</a><br><a href=""https://www.leafly.com/search?q=LVC"">Leafly</a>",<class 'filter'>,matter.,Flower,$30.00,3.5g,20.14%,704.90mg,0.043/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/951832/terrapin-jwc?recommended=false&fromMenu=true"">JWC </a><br><a href=""https://www.leafly.com/search?q=JWC "">Leafly</a>",<class 'filter'>,Terrapin,Top Shelf,$43.00,3.5g,23.40%,819.00mg,0.053/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/429789/tyson-2-0-knockout-og?recommended=false&fromMenu=true"">Knockout OG</a><br><a href=""https://www.leafly.com/search?q=Knockout OG"">Leafly</a>",<class 'filter'>,TYSON 2.0,Flower,$58.00,3.5g,26.10%,913.50mg,0.063/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/1066710/trulieve-unknown-legend?recommended=false&fromMenu=true"">Unknown Legend</a><br><a href=""https://www.leafly.com/search?q=Unknown Legend"">Leafly</a>",<class 'filter'>,Trulieve,Flower,$45.00,3.5g,22.62%,791.70mg,0.057/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/1051253/organic-remedies-strawberry-banner?recommended=false&fromMenu=true"">Strawberry Banner</a><br><a href=""https://www.leafly.com/search?q=Strawberry Banner"">Leafly</a>",<class 'filter'>,Organic Remedies,Flower,$80.00,7.0g,33.26%,2328.20mg,0.034/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/913461/terrapin-cnb?recommended=false&fromMenu=true"">CNB</a><br><a href=""https://www.leafly.com/search?q=CNB"">Leafly</a>",<class 'filter'>,Terrapin,Top Shelf,$37.00,3.5g,26.53%,928.55mg,0.040/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/788950/matter-wedding-crasher-wedding-cake-x-purple-punch?recommended=false&fromMenu=true"">Wedding Crasher (Wedding Cake x Purple Punch)</a><br><a href=""https://www.leafly.com/search?q=Wedding Crasher (Wedding Cake x Purple Punch)"">Leafly</a>",<class 'filter'>,matter.,Smalls,$60.00,7.0g,17.90%,1253.00mg,0.048/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/221748/farmaceutical-rx-chem-4?recommended=false&fromMenu=true"">Chem 4</a><br><a href=""https://www.leafly.com/search?q=Chem 4"">Leafly</a>",<class 'filter'>,FarmaceuticalRx,Flower,$55.00,3.5g,28.33%,991.55mg,0.055/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/1004965/g-leaf-garlic-storm?recommended=false&fromMenu=true"">Garlic Storm</a><br><a href=""https://www.leafly.com/search?q=Garlic Storm"">Leafly</a>",<class 'filter'>,gLeaf,Flower,$60.00,3.5g,28.10%,983.50mg,0.061/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/1050222/good-green-l-orange?recommended=false&fromMenu=true"">L'Orange</a><br><a href=""https://www.leafly.com/search?q=L'Orange"">Leafly</a>",<class 'filter'>,Good Green,Smalls,$85.00,7.0g,24.36%,1705.20mg,0.050/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/813362/supply-lemon-stilton?recommended=false&fromMenu=true"">Lemon Stilton</a><br><a href=""https://www.leafly.com/search?q=Lemon Stilton"">Leafly</a>",<class 'filter'>,Supply,Small Flower,$58.50,7.0g,19.76%,1383.20mg,0.042/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/1030951/organic-remedies-peach-maraccino?recommended=false&fromMenu=true"">Peach Maraccino</a><br><a href=""https://www.leafly.com/search?q=Peach Maraccino"">Leafly</a>",<class 'filter'>,Organic Remedies,Flower,$80.00,7.0g,28.31%,1981.70mg,0.040/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/1042730/shine-l-orange?recommended=false&fromMenu=true"">L'Orange</a><br><a href=""https://www.leafly.com/search?q=L'Orange"">Leafly</a>",<class 'filter'>,&Shine,Select Grind,$50.00,7.0g,30.69%,2148.30mg,0.023/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/689335/matter-wookies-wedding-cake-x-girl-scout-cookies?recommended=false&fromMenu=true"">Wookies (Wedding Cake x Girl Scout Cookies)</a><br><a href=""https://www.leafly.com/search?q=Wookies (Wedding Cake x Girl Scout Cookies)"">Leafly</a>",<class 'filter'>,matter.,Flower,$30.00,3.5g,20.67%,723.45mg,0.041/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/707374/strane-citrus-city-og?recommended=false&fromMenu=true"">Citrus City OG</a><br><a href=""https://www.leafly.com/search?q=Citrus City OG"">Leafly</a>",<class 'filter'>,Strane,Flower,$50.00,3.57g,29.41%,1049.94mg,0.048/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/57761/terrapin-hells-og?recommended=false&fromMenu=true"">Hell's OG</a><br><a href=""https://www.leafly.com/search?q=Hell's OG"">Leafly</a>",<class 'filter'>,Terrapin,Flower,$32.00,3.5g,30.41%,1064.35mg,0.030/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/1181758/supply-caped-crusader?recommended=false&fromMenu=true"">Caped Crusader</a><br><a href=""https://www.leafly.com/search?q=Caped Crusader"">Leafly</a>",<class 'filter'>,Supply,Smalls,$90.00,7.0g,28.80%,2016.00mg,0.045/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/953233/terrapin-dagwoods-sister?recommended=false&fromMenu=true"">Dagwoods Sister</a><br><a href=""https://www.leafly.com/search?q=Dagwoods Sister"">Leafly</a>",<class 'filter'>,Terrapin,Flower,$37.00,3.5g,20.36%,712.60mg,0.052/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/832739/good-green-la-kush-cake-2?recommended=false&fromMenu=true"">LA Kush Cake #2</a><br><a href=""https://www.leafly.com/search?q=LA Kush Cake #2"">Leafly</a>",<class 'filter'>,Good Green,Smalls,$85.00,7.0g,25.54%,1787.80mg,0.048/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/1091778/penn-health-group-do-si-dos?recommended=false&fromMenu=true"">Do Si Dos</a><br><a href=""https://www.leafly.com/search?q=Do Si Dos"">Leafly</a>",<class 'filter'>,Penn Health Group,Flower,$50.00,3.5g,28.26%,989.10mg,0.051/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1123658/prime-wellness-marie-laveau-f-2-24-vidalia-pheno?recommended=false&fromMenu=true"">Marie Laveau F2 #24 (Vidalia Pheno)</a><br><a href=""https://www.leafly.com/search?q=Marie Laveau F2 #24 (Vidalia Pheno)"">Leafly</a>",<class 'filter'>,Prime Wellness,Flower,$55.00,3.5g,19.30%,675.50mg,0.081/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/64439/grassroots-chemdawg?recommended=false&fromMenu=true"">Chemdawg</a><br><a href=""https://www.leafly.com/search?q=Chemdawg"">Leafly</a>",<class 'filter'>,Grassroots,Flower,$55.00,3.5g,25.20%,882.00mg,0.062/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/327285/grassroots-lucinda-williams-x-gsc?recommended=false&fromMenu=true"">Lucinda Williams x GSC</a><br><a href=""https://www.leafly.com/search?q=Lucinda Williams x GSC"">Leafly</a>",<class 'filter'>,Grassroots,Flower,$17.50,17.0g,26.42%,4491.40mg,0.004/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/1194010/supply-chemex?recommended=false&fromMenu=true"">Chemex</a><br><a href=""https://www.leafly.com/search?q=Chemex"">Leafly</a>",<class 'filter'>,Supply,Smalls,$90.00,7.0g,27.82%,1947.40mg,0.046/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/709062/shine-jet-fuel?recommended=false&fromMenu=true"">Jet Fuel</a><br><a href=""https://www.leafly.com/search?q=Jet Fuel"">Leafly</a>",<class 'filter'>,&Shine,Select Grind,$50.00,7.0g,26.02%,1821.40mg,0.027/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/738209/maitri-genetics-alien-rock-candy?recommended=false&fromMenu=true"">Alien Rock Candy</a><br><a href=""https://www.leafly.com/search?q=Alien Rock Candy"">Leafly</a>",<class 'filter'>,Maitri Genetics,Flower,$55.00,3.5g,27.28%,954.80mg,0.058/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/594600/supply-lime-sorbet?recommended=false&fromMenu=true"">Lime Sorbet</a><br><a href=""https://www.leafly.com/search?q=Lime Sorbet"">Leafly</a>",<class 'filter'>,Supply,Smalls,$90.00,7.0g,25.87%,1810.90mg,0.050/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/40421/cresco-durban?recommended=false&fromMenu=true"">Durban</a><br><a href=""https://www.leafly.com/search?q=Durban"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,22.78%,797.30mg,0.069/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/1020924/good-green-cereal-milk-2?recommended=false&fromMenu=true"">Cereal Milk #2</a><br><a href=""https://www.leafly.com/search?q=Cereal Milk #2"">Leafly</a>",<class 'filter'>,Good Green,Smalls,$85.00,7.0g,22.55%,1578.50mg,0.054/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/540184/penn-health-group-bananium?recommended=false&fromMenu=true"">Bananium</a><br><a href=""https://www.leafly.com/search?q=Bananium"">Leafly</a>",<class 'filter'>,Penn Health Group,Flower,$55.00,3.5g,27.72%,970.20mg,0.057/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1033622/kind-tree-rntz?recommended=false&fromMenu=true"">Rntz</a><br><a href=""https://www.leafly.com/search?q=Rntz"">Leafly</a>",<class 'filter'>,Kind Tree,Flower,$45.02,3.5g,19.52%,683.20mg,0.066/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/503742/cresco-kosher-tangie?recommended=false&fromMenu=true"">Kosher Tangie</a><br><a href=""https://www.leafly.com/search?q=Kosher Tangie"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,23.77%,831.95mg,0.066/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/1051253/organic-remedies-strawberry-banner?recommended=false&fromMenu=true"">Strawberry Banner</a><br><a href=""https://www.leafly.com/search?q=Strawberry Banner"">Leafly</a>",<class 'filter'>,Organic Remedies,Flower,$45.00,3.57g,27.88%,995.32mg,0.045/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/832008/rythm-la-kush-cake-2?recommended=false&fromMenu=true"">LA Kush Cake #2</a><br><a href=""https://www.leafly.com/search?q=LA Kush Cake #2"">Leafly</a>",<class 'filter'>,Rythm,Premium Flower,$55.02,3.5g,28.10%,983.50mg,0.056/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/66939/prime-wellness-purple-haze-44?recommended=false&fromMenu=true"">Purple Haze #44</a><br><a href=""https://www.leafly.com/search?q=Purple Haze #44"">Leafly</a>",<class 'filter'>,Prime Wellness,Flower,$60.00,3.5g,15.93%,557.55mg,0.108/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/645424/insa-4-locoz?recommended=false&fromMenu=true"">4 Locoz</a><br><a href=""https://www.leafly.com/search?q=4 Locoz"">Leafly</a>",<class 'filter'>,INSA,Flower,$35.10,3.5g,23.72%,830.20mg,0.042/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/709062/shine-jet-fuel?recommended=false&fromMenu=true"">Jet Fuel</a><br><a href=""https://www.leafly.com/search?q=Jet Fuel"">Leafly</a>",<class 'filter'>,&Shine,Select Grind,$50.00,7.0g,26.02%,1821.40mg,0.027/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/1148923/classix-war-pig?recommended=false&fromMenu=true"">War Pig</a><br><a href=""https://www.leafly.com/search?q=War Pig"">Leafly</a>",<class 'filter'>,Classix,Smalls,$70.00,7.0g,23.87%,1670.90mg,0.042/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/959759/grassroots-terpenado-87?recommended=false&fromMenu=true"">Terpenado #87</a><br><a href=""https://www.leafly.com/search?q=Terpenado #87"">Leafly</a>",<class 'filter'>,Grassroots,Flower,$56.00,3.5g,21.35%,747.25mg,0.075/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/1007533/g-leaf-bazooka-joe?recommended=false&fromMenu=true"">Bazooka Joe</a><br><a href=""https://www.leafly.com/search?q=Bazooka Joe"">Leafly</a>",<class 'filter'>,gLeaf,Flower,$50.00,3.5g,26.81%,938.35mg,0.053/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/844357/modern-flower-wedding-gelato?recommended=false&fromMenu=true"">Wedding Gelato</a><br><a href=""https://www.leafly.com/search?q=Wedding Gelato"">Leafly</a>",<class 'filter'>,Modern Flower,Flower,$45.00,3.5g,20.36%,712.60mg,0.063/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/959813/kind-tree-calico-queen?recommended=false&fromMenu=true"">Calico Queen</a><br><a href=""https://www.leafly.com/search?q=Calico Queen"">Leafly</a>",<class 'filter'>,Kind Tree,Flower,$45.00,3.5g,20.13%,704.55mg,0.064/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/824730/supply-petrol-pine?recommended=false&fromMenu=true"">Petrol Pine</a><br><a href=""https://www.leafly.com/search?q=Petrol Pine"">Leafly</a>",<class 'filter'>,Supply,Ground Flower,$50.00,7.0g,22.01%,1540.70mg,0.032/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/721833/supply-citrus-daydream?recommended=false&fromMenu=true"">Citrus Daydream</a><br><a href=""https://www.leafly.com/search?q=Citrus Daydream"">Leafly</a>",<class 'filter'>,Supply,Small Flower,$90.00,7.0g,23.58%,1650.60mg,0.055/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/803472/cresco-glazed-enigma?recommended=false&fromMenu=true"">Glazed Enigma</a><br><a href=""https://www.leafly.com/search?q=Glazed Enigma"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,23.65%,827.75mg,0.066/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/870917/kind-tree-strawberry-banana?recommended=false&fromMenu=true"">Strawberry Banana</a><br><a href=""https://www.leafly.com/search?q=Strawberry Banana"">Leafly</a>",<class 'filter'>,Kind Tree,Flower,$45.00,3.5g,22.84%,799.40mg,0.056/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/918612/cresco-banana-og?recommended=false&fromMenu=true"">Banana OG</a><br><a href=""https://www.leafly.com/search?q=Banana OG"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,22.55%,789.25mg,0.070/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/1091780/penn-health-group-gnasha?recommended=false&fromMenu=true"">Gnasha</a><br><a href=""https://www.leafly.com/search?q=Gnasha"">Leafly</a>",<class 'filter'>,Penn Health Group,Flower,$50.00,3.5g,26.19%,916.65mg,0.055/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1183323/farmaceutical-rx-chem-brulee?recommended=false&fromMenu=true"">Chem Brulee</a><br><a href=""https://www.leafly.com/search?q=Chem Brulee"">Leafly</a>",<class 'filter'>,FarmaceuticalRx,Flower,$55.02,3.5g,26.00%,910.00mg,0.060/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/708310/supply-og-18?recommended=false&fromMenu=true"">OG #18</a><br><a href=""https://www.leafly.com/search?q=OG #18"">Leafly</a>",<class 'filter'>,Supply,Ground Flower,$50.00,7.0g,19.78%,1384.60mg,0.036/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/602997/grassroots-face-off?recommended=false&fromMenu=true"">Face Off</a><br><a href=""https://www.leafly.com/search?q=Face Off"">Leafly</a>",<class 'filter'>,Grassroots,Flower,$17.50,1.0g,23.80%,238.00mg,0.074/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/1123658/prime-wellness-marie-laveau-f-2-24?recommended=false&fromMenu=true"">Marie Laveau F2 #24 </a><br><a href=""https://www.leafly.com/search?q=Marie Laveau F2 #24 "">Leafly</a>",<class 'filter'>,Prime Wellness,Flower,$55.00,3.5g,19.32%,676.20mg,0.081/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/1137165/cresco-tina?recommended=false&fromMenu=true"">Tina</a><br><a href=""https://www.leafly.com/search?q=Tina"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,25.15%,880.25mg,0.062/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/816831/matter-grape-animals?recommended=false&fromMenu=true"">Grape Animals</a><br><a href=""https://www.leafly.com/search?q=Grape Animals"">Leafly</a>",<class 'filter'>,matter.,Bronze,$30.00,3.5g,20.86%,730.10mg,0.041/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/890663/insa-london-pc?recommended=false&fromMenu=true"">London PC</a><br><a href=""https://www.leafly.com/search?q=London PC"">Leafly</a>",<class 'filter'>,INSA,Flower,$54.00,3.5g,23.70%,829.50mg,0.065/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/615577/moxie-viper-city?recommended=false&fromMenu=true"">Viper City</a><br><a href=""https://www.leafly.com/search?q=Viper City"">Leafly</a>",<class 'filter'>,Moxie,Flower,$55.00,3.5g,25.88%,905.80mg,0.061/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/789785/cresco-hazen-haze?recommended=false&fromMenu=true"">Hazen Haze</a><br><a href=""https://www.leafly.com/search?q=Hazen Haze"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,26.07%,912.45mg,0.060/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/721833/supply-citrus-daydream?recommended=false&fromMenu=true"">Citrus Daydream</a><br><a href=""https://www.leafly.com/search?q=Citrus Daydream"">Leafly</a>",<class 'filter'>,Supply,Smalls,$90.00,7.0g,25.60%,1792.00mg,0.050/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/908935/matter-lvc?recommended=false&fromMenu=true"">LVC</a><br><a href=""https://www.leafly.com/search?q=LVC"">Leafly</a>",<class 'filter'>,matter.,Flower,$30.00,3.5g,20.14%,704.90mg,0.043/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/789785/cresco-hazen-haze?recommended=false&fromMenu=true"">Hazen Haze</a><br><a href=""https://www.leafly.com/search?q=Hazen Haze"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,26.07%,912.45mg,0.060/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/890663/insa-london-pc?recommended=false&fromMenu=true"">London PC</a><br><a href=""https://www.leafly.com/search?q=London PC"">Leafly</a>",<class 'filter'>,INSA,Flower,$53.98,3.5g,17.85%,624.75mg,0.086/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/754372/grassroots-gelato-41-x-do-si-do?recommended=false&fromMenu=true"">Gelato 41 x Do-Si-Do</a><br><a href=""https://www.leafly.com/search?q=Gelato 41 x Do-Si-Do"">Leafly</a>",<class 'filter'>,Grassroots,Flower,$17.50,1.0g,22.94%,229.40mg,0.076/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/832008/rythm-la-kush-cake-2?recommended=false&fromMenu=true"">LA Kush Cake #2</a><br><a href=""https://www.leafly.com/search?q=LA Kush Cake #2"">Leafly</a>",<class 'filter'>,Rythm,Premium Flower,$41.25,3.5g,28.15%,985.25mg,0.042/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/1121573/float-amarena-cherry?recommended=false&fromMenu=true"">Amarena Cherry</a><br><a href=""https://www.leafly.com/search?q=Amarena Cherry"">Leafly</a>",<class 'filter'>,Float,Flower,$50.00,3.5g,27.65%,967.75mg,0.052/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/193242/prime-wellness-scarlet-fire-7?recommended=false&fromMenu=true"">Scarlet Fire #7</a><br><a href=""https://www.leafly.com/search?q=Scarlet Fire #7"">Leafly</a>",<class 'filter'>,Prime Wellness,Flower,$60.00,3.5g,24.20%,847.00mg,0.071/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/908933/matter-icc-wedding-cake-x-gelato-33?recommended=false&fromMenu=true"">ICC (Wedding Cake x Gelato #33) </a><br><a href=""https://www.leafly.com/search?q=ICC (Wedding Cake x Gelato #33) "">Leafly</a>",<class 'filter'>,matter.,Flower,$30.00,3.5g,21.22%,742.70mg,0.040/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/485892/cresco-sugar-plum-sunset?recommended=false&fromMenu=true"">Sugar Plum Sunset</a><br><a href=""https://www.leafly.com/search?q=Sugar Plum Sunset"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,24.24%,848.40mg,0.065/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/789783/cresco-funky-pine?recommended=false&fromMenu=true"">Funky Pine</a><br><a href=""https://www.leafly.com/search?q=Funky Pine"">Leafly</a>",<class 'filter'>,Cresco,Finished Flower,$55.00,3.5g,33.44%,1170.40mg,0.047/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/994354/float-han-solo-burger-x-northfire-cookies?recommended=false&fromMenu=true"">Han Solo Burger x Northfire Cookies</a><br><a href=""https://www.leafly.com/search?q=Han Solo Burger x Northfire Cookies"">Leafly</a>",<class 'filter'>,Float,Flower,$50.00,3.5g,28.03%,981.05mg,0.051/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/790067/supply-funky-pine?recommended=false&fromMenu=true"">Funky Pine</a><br><a href=""https://www.leafly.com/search?q=Funky Pine"">Leafly</a>",<class 'filter'>,Supply,Small Flower,$90.00,7.0g,25.95%,1816.50mg,0.050/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/1139264/kyndmac-motor?recommended=false&fromMenu=true"">MAC Motor</a><br><a href=""https://www.leafly.com/search?q=MAC Motor"">Leafly</a>",<class 'filter'>,KYND,Flower,$50.00,3.5g,21.00%,735.00mg,0.068/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1026896/kind-tree-wonka?recommended=false&fromMenu=true"">Wonka</a><br><a href=""https://www.leafly.com/search?q=Wonka"">Leafly</a>",<class 'filter'>,Kind Tree,Flower,$48.02,3.5g,25.50%,892.50mg,0.054/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/671441/rythm-ice-cream-cake?recommended=false&fromMenu=true"">Ice Cream Cake</a><br><a href=""https://www.leafly.com/search?q=Ice Cream Cake"">Leafly</a>",<class 'filter'>,Rythm,Premium Flower,$55.00,3.5g,23.14%,809.90mg,0.068/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/940859/r-o-double-tangie-banana?recommended=false&fromMenu=true"">Double Tangie Banana</a><br><a href=""https://www.leafly.com/search?q=Double Tangie Banana"">Leafly</a>",<class 'filter'>,R.O.,Flower,$35.00,3.5g,16.10%,563.50mg,0.062/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/1066706/moxie-summer-ale?recommended=false&fromMenu=true"">Summer Ale</a><br><a href=""https://www.leafly.com/search?q=Summer Ale"">Leafly</a>",<class 'filter'>,Moxie,Flower,$55.00,3.5g,24.43%,855.05mg,0.064/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1201027/farmaceutical-rx-white-truffle?recommended=false&fromMenu=true"">White Truffle</a><br><a href=""https://www.leafly.com/search?q=White Truffle"">Leafly</a>",<class 'filter'>,FarmaceuticalRx,Flower,$17.00,1.0g,23.00%,230.00mg,0.074/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/225883/insa-presidential-kush?recommended=false&fromMenu=true"">Presidential Kush</a><br><a href=""https://www.leafly.com/search?q=Presidential Kush"">Leafly</a>",<class 'filter'>,INSA,Flower,$54.00,3.5g,23.14%,809.90mg,0.067/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/396196/g-leaf-deadhead-og?recommended=false&fromMenu=true"">Deadhead OG</a><br><a href=""https://www.leafly.com/search?q=Deadhead OG"">Leafly</a>",<class 'filter'>,gLeaf,Flower,$48.00,3.5g,20.40%,714.00mg,0.067/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/1140444/strane-dog-patch?recommended=false&fromMenu=true"">Dog Patch</a><br><a href=""https://www.leafly.com/search?q=Dog Patch"">Leafly</a>",<class 'filter'>,Strane,,$30.00,3.5g,23.67%,828.45mg,0.036/mg
