store name, name, strain, grower, type, price, weight, thc%, total mg, cost/mg
Phoenixville,Cannalope Kush ,Sativa,THE BANK,Flower,$35.00,3.5g,18.59%,650.65mg,0.054/mg
Montgomeryville,Lucinda Williams ,Sativa,FRX,Flower,$54.98,3.5g,25.24%,883.40mg,0.062/mg
New Kensington,Garlic Storm ,Hybrid,GLEAF,Flower,$35.00,3.5g,23.92%,837.20mg,0.042/mg
Pittsburgh,Cannalope Kush  ,Sativa,SECHE,Flower,$43.96,7.0g,16.65%,1165.50mg,0.038/mg
Philadelphia - Chestnut St,GG #4  ,Indica,SUPPLY,Small,$64.01,7.0g,19.84%,1388.80mg,0.046/mg
Phoenixville,Critical Purple Kush  ,Indica,SUPPLY,Small,$63.95,7.0g,22.74%,1591.80mg,0.040/mg
Lancaster,Real Gushers  Bud,Hybrid,GLEAF,Small,$15.00,1.0g,17.09%,170.90mg,0.088/mg
Phoenixville,Classic Red Sangria  ,Sativa,LOST IN TRANSLATION,Small,$63.95,7.0g,21.54%,1507.80mg,0.042/mg
Phoenixville,MTF #2 ,Sativa,KYND,Flower,$49.98,3.5g,24.40%,854.00mg,0.059/mg
Butler,Blueberry Spacecake  ,Indica,SUPPLY,Small,$50.00,7.0g,20.43%,1430.10mg,0.035/mg
Lancaster,Rocket Fuel ,Hybrid,CRESCO,Flower,$30.00,3.5g,21.01%,735.35mg,0.041/mg
New Kensington,Funky Pine ,Sativa,CRESCO,Flower,$54.98,3.5g,26.58%,930.30mg,0.059/mg
Montgomeryville,Brownie Scout #3  ,Indica,GOOD GREEN,Small,$67.98,7.0g,29.55%,2068.50mg,0.033/mg
Phoenixville,Banana OG  ,Indica,SUPPLY,Small,$63.95,7.0g,23.65%,1655.50mg,0.039/mg
Philadelphia - Chestnut St,Funky Pine  ,Sativa,SUPPLY,Small,$50.00,7.0g,28.05%,1963.50mg,0.025/mg
Montgomeryville,Chaos Kush  ,Hybrid,SUPPLY,Small,$50.00,7.0g,24.38%,1706.60mg,0.029/mg
Phoenixville,Silver Back Skunk ,Sativa,TRUFLOWER,Flower,$35.00,3.5g,20.50%,717.50mg,0.049/mg
Ambler,Pelirroja #42 ,Sativa,GRASSROOTS,Flower,$15.00,1.0g,13.61%,136.10mg,0.110/mg
Ambler,707 Headband  ,Indica,SUPPLY,Small,$64.01,7.0g,23.89%,1672.30mg,0.038/mg
Lancaster,Jimi's Punch ,Sativa,CRESCO,Flower,$54.98,3.5g,25.23%,883.05mg,0.062/mg
New Kensington,Hazen Haze  ,Hybrid,SUPPLY,Small,$50.00,7.0g,23.94%,1675.80mg,0.030/mg
New Kensington,Bio Jesus ,Indica,CRESCO,Flower,$54.98,3.5g,26.38%,923.30mg,0.060/mg
Pittsburgh,Lemon OG ,Hybrid,CULTIVAR COLLECTION,Flower,$59.99,3.5g,24.95%,873.25mg,0.069/mg
Lancaster,Burnt Toast #4  ,Hybrid,GOOD GREEN,Small,$67.98,7.0g,24.03%,1682.10mg,0.040/mg
Pittsburgh,Hazen Haze  ,Hybrid,SUPPLY,Ground Flower,$29.97,7.0g,15.19%,1063.30mg,0.028/mg
Montgomeryville,Alien Napalm ,Indica,FRX,Flower,$54.98,3.5g,13.69%,479.15mg,0.115/mg
Lancaster,Director's Cut ,Hybrid,CRESCO,Flower,$54.98,3.5g,23.04%,806.40mg,0.068/mg
Butler,Cannalope Kush ,Sativa,THE BANK,Flower,$35.00,3.5g,18.55%,649.25mg,0.054/mg
Pittsburgh,Juice Box Float ,Hybrid,FLOAT,Flower,$49.98,3.5g,23.35%,817.25mg,0.061/mg
Montgomeryville,Amnesia  ,Hybrid,AGRI-KIND,Smalls,$47.99,7.0g,16.65%,1165.50mg,0.041/mg
Pittsburgh,Biscotti ,Indica,INSA,Flower,$33.98,3.5g,15.69%,549.15mg,0.062/mg
Butler,Rntz ,Hybrid,KIND TREE,Flower,$44.98,3.5g,19.53%,683.55mg,0.066/mg
Lancaster,Petrol Pine ,Indica,CRESCO,Flower,$54.98,3.5g,26.35%,922.25mg,0.060/mg
Philadelphia - Chestnut St,Serious Happiness ,Hybrid,AGRI-KIND,Flower,$35.00,3.5g,16.96%,593.60mg,0.059/mg
Ambler,Runtz ,Hybrid,FRX,Flower,$54.98,3.5g,18.71%,654.85mg,0.084/mg
Butler,Tina ,Indica,CRESCO,Flower,$54.98,3.5g,26.61%,931.35mg,0.059/mg
Ambler,Hazen Haze  ,Hybrid,SUPPLY,Small,$50.00,7.0g,23.94%,1675.80mg,0.030/mg
"Chicago, IL - Wrigleyville/Lakeview",Sunny MAC ,Sativa,CRESCO,Flower,$55.45,3.5g,24.40%,854.00mg,0.065/mg
Ambler,Jack Herer  ,Sativa,GOOD GREEN,Small,$67.98,7.0g,19.64%,1374.80mg,0.049/mg
Montgomeryville,Lime Bars ,Indica,CRESCO,Flower,$54.98,3.5g,23.52%,823.20mg,0.067/mg
Pittsburgh,Banana OG  ,Indica,SUPPLY,Small,$64.01,7.0g,23.65%,1655.50mg,0.039/mg
Montgomeryville,Tina  ,Indica,SUPPLY,Small,$64.01,7.0g,26.00%,1820.00mg,0.035/mg
Pittsburgh,Kosher Tangie  ,Hybrid,SUPPLY,Ground Flower,$29.97,7.0g,13.66%,956.20mg,0.031/mg
"Chicago, IL - Wrigleyville/Lakeview",Candy Rain Popcorn,Sativa,HIGH SUPPLY,Flower,$160.00,14.0g,22.11%,3095.40mg,0.052/mg
Philadelphia - Chestnut St,Banana OG ,Indica,CRESCO,Flower,$54.98,3.5g,20.65%,722.75mg,0.076/mg
Pittsburgh,Banana Kush ,Indica,FRX,Flower,$17.00,1.0g,24.04%,240.40mg,0.071/mg
Philadelphia - Chestnut St,Sugar Plum Sunset  ,Indica,SUPPLY,Ground Flower,$29.97,7.0g,13.74%,961.80mg,0.031/mg
Phoenixville,Mint Face Off ,Indica,CRESCO,Flower,$30.00,3.5g,22.44%,785.40mg,0.038/mg
Ambler,Strawberry Cherry Gelato  ,Hybrid,SUPPLY,Ground Flower,$31.98,7.0g,12.17%,851.90mg,0.038/mg
Montgomeryville,Ice Cream Cake  ,Indica,GOOD GREEN,Small,$67.98,7.0g,20.21%,1414.70mg,0.048/mg
New Kensington,Real Gushers  Bud,Hybrid,GLEAF,Small,$15.00,1.0g,17.09%,170.90mg,0.088/mg
"Chicago, IL - Wrigleyville/Lakeview",Oracle ,Hybrid,INNOCENT,Flower,$18.22,1.0g,19.65%,196.50mg,0.093/mg
Lancaster,Boocoo ,Indica,CALYPSO,Flower,$44.98,3.5g,22.17%,775.95mg,0.058/mg
Philadelphia - Chestnut St,Chemex  ,Sativa,SUPPLY,Small,$64.01,7.0g,27.24%,1906.80mg,0.034/mg
Montgomeryville,Critical Purple Kush  ,Indica,SUPPLY,Small,$63.95,7.0g,17.99%,1259.30mg,0.051/mg
New Kensington,Outer Space ,Sativa,CRESCO,Flower,$54.98,3.5g,22.12%,774.20mg,0.071/mg
Phoenixville,Remo Chemo  Grind ,Indica,SECHE,Fine Grind Flower,$31.98,7.0g,10.49%,734.30mg,0.044/mg
Lancaster,Tina ,Indica,CRESCO,Flower,$54.98,3.5g,23.48%,821.80mg,0.067/mg
Montgomeryville,White Durban  ,Sativa,GOOD GREEN,Small,$67.98,7.0g,22.34%,1563.80mg,0.043/mg
"Chicago, IL - Wrigleyville/Lakeview",Sugar Spritz Shake,Sativa,HIGH SUPPLY,Flower,$60.20,7.0g,21.38%,1496.60mg,0.040/mg
Ambler,Chem Brulee ,Indica,FRX,Flower,$54.98,3.5g,28.07%,982.45mg,0.056/mg
Phoenixville,Silly Susan Premium ,Indica,GRASSROOTS,Flower,$75.99,7.0g,21.45%,1501.50mg,0.051/mg
Lancaster,Glazed Enigma ,Sativa,CRESCO,Flower,$54.98,3.5g,23.23%,813.05mg,0.068/mg
Phoenixville,Extreme Cream  ,Indica,GOOD GREEN,Small,$67.98,7.0g,20.31%,1421.70mg,0.048/mg
"Chicago, IL - Wrigleyville/Lakeview",Apricot Jet Fuel ,Indica,OZONE,Flower,$49.91,3.5g,22.21%,777.35mg,0.064/mg
New Kensington,Lime Bars ,Indica,CRESCO,Flower,$54.98,3.5g,22.59%,790.65mg,0.070/mg
Montgomeryville,Funky Pine  ,Sativa,SUPPLY,Small,$50.00,7.0g,28.05%,1963.50mg,0.025/mg
Ambler,Burnt Toast #4  ,Hybrid,GOOD GREEN,Small,$67.98,7.0g,23.32%,1632.40mg,0.042/mg
Ambler,Django  Bud,Indica,GLEAF,Small,$56.00,7.0g,19.59%,1371.30mg,0.041/mg
Ambler,Serious Happiness ,Hybrid,AGRI-KIND,Flower,$35.00,3.5g,16.96%,593.60mg,0.059/mg
Butler,Harry's Kush ,Indica,FRX,Flower,$54.98,3.5g,23.13%,809.55mg,0.068/mg
Phoenixville,Bubba Diagonal  ,Indica,GRASSROOTS,Small,$75.99,7.0g,22.34%,1563.80mg,0.049/mg
New Kensington,Chemex ,Sativa,CRESCO,Flower,$54.98,3.5g,29.16%,1020.60mg,0.054/mg
Ambler,Sage ,Sativa,FRX,Flower,$54.98,3.5g,17.61%,616.35mg,0.089/mg
"Chicago, IL - Wrigleyville/Lakeview",Jack Herer ,Sativa,RYTHM,Flower,$55.45,3.5g,23.67%,828.45mg,0.067/mg
Philadelphia - Chestnut St,Lemon Grenades ,Hybrid,GRASSROOTS,Flower,$47.98,3.5g,22.07%,772.45mg,0.062/mg
Pittsburgh,Apple Pie ,Sativa,MODERN FLOWER,Flower,$44.98,3.5g,14.71%,514.85mg,0.087/mg
Montgomeryville,Marshmellow OG ,Indica,ORGANIC REMEDIES,Flower,$44.98,3.5g,20.22%,707.70mg,0.064/mg
Pittsburgh,Tina ,Indica,CRESCO,Flower,$54.98,3.5g,26.61%,931.35mg,0.059/mg
Lancaster,Tahoe OG ,Hybrid,CALYPSO,Flower,$44.98,3.5g,20.03%,701.05mg,0.064/mg
Philadelphia - Chestnut St,Wharf Rat ,Hybrid,CLASSIX,Flower,$40.00,3.5g,24.51%,857.85mg,0.047/mg
Butler,MacDaddy ,Sativa,CRESCO,Flower,$54.98,3.5g,27.90%,976.50mg,0.056/mg
Ambler,Apple Pie ,Sativa,MODERN FLOWER,Flower,$45.01,3.5g,14.71%,514.85mg,0.087/mg
Philadelphia - Chestnut St,Chem De La Chem ,Hybrid,GRASSROOTS,Flower,$47.98,3.5g,25.45%,890.75mg,0.054/mg
Ambler,Critical Purple Kush  ,Indica,SUPPLY,Small,$64.01,7.0g,20.09%,1406.30mg,0.046/mg
Montgomeryville,Critical Purple Kush ,Indica,CRESCO,Flower,$54.98,3.5g,21.74%,760.90mg,0.072/mg
Pittsburgh,Extreme Cream ,Indica,RYTHM,Flower,$54.98,3.5g,20.31%,710.85mg,0.077/mg
New Kensington,Chaos Kush  ,Hybrid,SUPPLY,Small,$50.00,7.0g,24.38%,1706.60mg,0.029/mg
"Chicago, IL - Wrigleyville/Lakeview",Royal Platinum ,Hybrid,GRASSROOTS,Flower,$49.91,3.5g,18.46%,646.10mg,0.077/mg
Butler,Sour Tangie ,Sativa,TERRAPIN,Flower,$31.99,3.5g,16.67%,583.45mg,0.055/mg
Butler,Boocoo ,Indica,CALYPSO,Flower,$44.98,3.5g,22.17%,775.95mg,0.058/mg
Phoenixville,Boocoo ,Indica,CALYPSO,Flower,$44.98,3.5g,22.17%,775.95mg,0.058/mg
"Chicago, IL - Wrigleyville/Lakeview",GG #4 Shake,Indica,OZONE,Flower,$54.18,7.0g,23.24%,1626.80mg,0.033/mg
Lancaster,ICC Float ,Indica,FLOAT,Flower,$49.98,3.5g,25.33%,886.55mg,0.056/mg
Philadelphia - Chestnut St,GG #4  ,Indica,SUPPLY,Ground Flower,$31.98,7.0g,13.35%,934.50mg,0.034/mg
Phoenixville,Outer Space ,Sativa,CRESCO,Flower,$54.98,3.5g,22.12%,774.20mg,0.071/mg
Pittsburgh,Sour Joker ,Sativa,FRX,Flower,$54.98,3.5g,19.69%,689.15mg,0.080/mg
"Chicago, IL - Wrigleyville/Lakeview",Bubba Diagonal ,Indica,GRASSROOTS,Flower,$54.18,3.5g,21.01%,735.35mg,0.074/mg
Pittsburgh,Dynamite Cookies ,Sativa,TYSON 2.0,Flower,$58.00,3.5g,26.70%,934.50mg,0.062/mg
Lancaster,Strawberry Star ,Hybrid,CULTIVAR COLLECTION,Flower,$59.99,3.5g,25.14%,879.90mg,0.068/mg
Butler,Banana OG ,Indica,INSA,Flower,$63.95,7.0g,22.64%,1584.80mg,0.040/mg
Butler,CRC (Carrie's Cookies) ,Sativa,WOODS RESERVE,Flower,$45.01,3.5g,26.90%,941.50mg,0.048/mg
Ambler,MTF ,Sativa,REVEL,Flower,$39.97,3.5g,26.94%,942.90mg,0.042/mg
Ambler,Gelato #41 x Dosido ,Hybrid,GRASSROOTS,Flower,$15.00,1.0g,21.50%,215.00mg,0.070/mg
Lancaster,Lime Sorbet  ,Indica,SUPPLY,Ground Flower,$29.97,7.0g,13.07%,914.90mg,0.033/mg
New Kensington,814 Fireworks ,Sativa,CRESCO,Flower,$54.98,3.5g,33.10%,1158.50mg,0.047/mg
Phoenixville,Chemex ,Sativa,CRESCO,Flower,$54.98,3.5g,29.16%,1020.60mg,0.054/mg
Lancaster,Classic Red Sangria  ,Sativa,LOST IN TRANSLATION,Small,$63.95,7.0g,21.54%,1507.80mg,0.042/mg
Phoenixville,Brandywine  ,Indica,AGRI-KIND,Smalls,$56.00,7.0g,17.00%,1190.00mg,0.047/mg
Philadelphia - Chestnut St,Bio Jesus ,Indica,CRESCO,Flower,$54.98,3.5g,26.38%,923.30mg,0.060/mg
Butler,Blueberry Spacecake ,Indica,CRESCO,Flower,$54.98,3.5g,22.02%,770.70mg,0.071/mg
Pittsburgh,Silly Susan Premium ,Indica,GRASSROOTS,Flower,$75.99,7.0g,21.45%,1501.50mg,0.051/mg
Ambler,Chaos Kush  ,Hybrid,SUPPLY,Small,$50.00,7.0g,24.38%,1706.60mg,0.029/mg
Phoenixville,Tangie #1 ,Sativa,ORGANIC REMEDIES,Flower,$44.98,3.5g,21.83%,764.05mg,0.059/mg
"Chicago, IL - Wrigleyville/Lakeview",Super Silver Haze ,Sativa,BEDFORD GROW,Flower,$60.20,3.5g,26.06%,912.10mg,0.066/mg
Pittsburgh,Funky Charms ,Hybrid,GRASSROOTS,Flower,$47.98,3.5g,27.05%,946.75mg,0.051/mg
Phoenixville,CRC (Carrie's Cookies) ,Sativa,WOODS RESERVE,Flower,$44.98,3.5g,22.74%,795.90mg,0.057/mg
Montgomeryville,814 Fireworks  ,Sativa,SUPPLY,Small,$50.00,7.0g,26.59%,1861.30mg,0.027/mg
Pittsburgh,Tina  ,Indica,SUPPLY,Small,$64.01,7.0g,23.38%,1636.60mg,0.039/mg
Montgomeryville,Chemex ,Sativa,CRESCO,Flower,$54.98,3.5g,29.16%,1020.60mg,0.054/mg
New Kensington,Gelato 33 I95  ,Hybrid,SUPPLY,Small,$64.01,7.0g,19.86%,1390.20mg,0.046/mg
New Kensington,Knockout OG ,Indica,TYSON 2.0,Flower,$58.00,3.5g,27.90%,976.50mg,0.059/mg
Lancaster,Ice Cream Cake  ,Indica,GOOD GREEN,Small,$67.98,7.0g,20.21%,1414.70mg,0.048/mg
New Kensington,Sugar Plum Sunset  ,Indica,SUPPLY,Small,$50.00,7.0g,20.28%,1419.60mg,0.035/mg
Butler,Tangie #1 ,Sativa,ORGANIC REMEDIES,Flower,$44.98,3.5g,21.83%,764.05mg,0.059/mg
Butler,Tina  ,Indica,SUPPLY,Small,$64.01,7.0g,23.38%,1636.60mg,0.039/mg
Lancaster,Purple Passion  ,Hybrid,SUPPLY,Small,$79.94,7.0g,20.46%,1432.20mg,0.056/mg
"Chicago, IL - Wrigleyville/Lakeview",Peanut Butter Cookies Popcorn,Sativa,HIGH SUPPLY,Flower,$160.00,14.0g,19.31%,2703.40mg,0.059/mg
Butler,Hot Stuff ,Indica,CRESCO,Flower,$54.98,3.5g,28.87%,1010.45mg,0.054/mg
New Kensington,Tangie #1 ,Sativa,ORGANIC REMEDIES,Flower,$44.98,3.5g,21.83%,764.05mg,0.059/mg
Phoenixville,Ice Cream Cake ,Indica,RYTHM,Flower,$54.98,3.5g,23.73%,830.55mg,0.066/mg
Philadelphia - Chestnut St,Memory Loss #22 ,Hybrid,GRASSROOTS,Flower,$75.99,7.0g,18.98%,1328.60mg,0.057/mg
Montgomeryville,Lime Bars  ,Indica,SUPPLY,Ground Flower,$31.98,7.0g,15.51%,1085.70mg,0.029/mg
Butler,OG 18  ,Indica,SUPPLY,Ground Flower,$29.97,7.0g,12.62%,883.40mg,0.034/mg
Philadelphia - Chestnut St,Brandywine ,Sativa,AGRI-KIND,Flower,$44.98,3.5g,21.31%,745.85mg,0.060/mg
Butler,Outer Space ,Sativa,CRESCO,Flower,$54.98,3.5g,22.12%,774.20mg,0.071/mg
Phoenixville,Lime Sorbet  ,Indica,SUPPLY,Ground Flower,$29.97,7.0g,13.07%,914.90mg,0.033/mg
New Kensington,London PC ,Indica,INSA,Flower,$63.95,7.0g,19.72%,1380.40mg,0.046/mg
Lancaster,Tahoe OG Mini ,Hybrid,FRX,Flower,$49.98,3.5g,25.52%,893.20mg,0.056/mg
Lancaster,Jack Herer  ,Sativa,GOOD GREEN,Small,$75.99,7.0g,21.23%,1486.10mg,0.051/mg
Lancaster,Grapefruit Durban ,Sativa,TERRAPIN,Flower,$37.00,3.5g,27.77%,971.95mg,0.038/mg
Phoenixville,Cool Grapes #65 ,Hybrid,GRASSROOTS,Flower,$47.98,3.5g,20.11%,703.85mg,0.068/mg
Butler,OG 18  ,Indica,SUPPLY,Small,$64.01,7.0g,22.77%,1593.90mg,0.040/mg
Pittsburgh,Morning Dew  Bud,Hybrid,GLEAF,Small,$56.00,7.0g,24.99%,1749.30mg,0.032/mg
"Chicago, IL - Wrigleyville/Lakeview",Cherry Picker ,Sativa,CRESCO,Flower,$55.45,3.5g,23.01%,805.35mg,0.069/mg
Pittsburgh,Bubba Diagonal ,Indica,GRASSROOTS,Flower,$47.98,3.5g,19.30%,675.50mg,0.071/mg
Lancaster,MAC  Bud,Hybrid,GLEAF,Small,$56.00,7.0g,23.71%,1659.70mg,0.034/mg
"Chicago, IL - Wrigleyville/Lakeview",Shortbread Shake,Sativa,HIGH SUPPLY,Flower,$60.20,7.0g,19.15%,1340.50mg,0.045/mg
Ambler,Kosher Tangie  ,Hybrid,SUPPLY,Ground Flower,$29.97,7.0g,13.66%,956.20mg,0.031/mg
Montgomeryville,Tangie ,Sativa,TERRAPIN,Flower,$31.99,3.5g,14.65%,512.75mg,0.062/mg
Montgomeryville,Sugar Plum Sunset  ,Indica,SUPPLY,Small,$50.00,7.0g,20.28%,1419.60mg,0.035/mg
Philadelphia - Chestnut St,Blueberry Muffin Little Buds ,Indica,FLOAT,Flower,$45.01,3.5g,20.83%,729.05mg,0.062/mg
"Chicago, IL - Wrigleyville/Lakeview",Mac 1 ,Hybrid,AERIZ,Flower,$60.20,3.5g,25.69%,899.15mg,0.067/mg
Pittsburgh,Mint Face Off ,Indica,CRESCO,Flower,$30.00,3.5g,22.85%,799.75mg,0.038/mg
Phoenixville,Strawberry Cherry Gelato ,Hybrid,CRESCO,Flower,$54.98,3.5g,25.51%,892.85mg,0.062/mg
Ambler,Funky Pine  ,Sativa,SUPPLY,Small,$50.00,7.0g,28.05%,1963.50mg,0.025/mg
Philadelphia - Chestnut St,Big Smooth ,Hybrid,FRX,Flower,$54.98,3.5g,23.64%,827.40mg,0.066/mg
Philadelphia - Chestnut St,Hot Stuff  ,Indica,SUPPLY,Small,$64.01,7.0g,25.45%,1781.50mg,0.036/mg
Philadelphia - Chestnut St,Dynamite Diesel ,Sativa,KIND TREE,Flower,$49.98,3.5g,23.28%,814.80mg,0.061/mg
Butler,Glazed Enigma  ,Sativa,SUPPLY,Small,$50.00,7.0g,20.32%,1422.40mg,0.035/mg
Butler,Bio Jesus  ,Indica,SUPPLY,Ground Flower,$29.97,7.0g,12.37%,865.90mg,0.035/mg
Pittsburgh,Peanut Butter Breath ,Hybrid,FRX,Flower,$54.98,3.5g,14.47%,506.45mg,0.109/mg
Lancaster,Kosher Tangie  ,Hybrid,SUPPLY,Ground Flower,$29.97,7.0g,12.68%,887.60mg,0.034/mg
Montgomeryville,Cherry Diesel  Bud,Hybrid,GLEAF,Small,$56.00,7.0g,21.32%,1492.40mg,0.038/mg
Lancaster,Tahoe OG ,Hybrid,CALYPSO,Flower,$63.95,7.0g,20.30%,1421.00mg,0.045/mg
Montgomeryville,Sundae Float ,Indica,MAITRI,Flower,$38.49,3.5g,18.07%,632.45mg,0.061/mg
New Kensington,Sweet Cheese ,Sativa,AGRI-KIND,Flower,$45.01,3.5g,22.94%,802.90mg,0.056/mg
New Kensington,Kosher Tangie  ,Hybrid,SUPPLY,Small,$50.00,7.0g,22.25%,1557.50mg,0.032/mg
Philadelphia - Chestnut St,814 Fireworks ,Sativa,CRESCO,Flower,$54.98,3.5g,33.10%,1158.50mg,0.047/mg
Montgomeryville,Blood Orange  ,Hybrid,AGRI-KIND,Smalls,$47.99,7.0g,12.60%,882.00mg,0.054/mg
Lancaster,Biscotti ,Indica,INSA,Flower,$33.98,3.5g,15.69%,549.15mg,0.062/mg
Philadelphia - Chestnut St,Outer Space  ,Sativa,SUPPLY,Ground Flower,$31.98,7.0g,13.15%,920.50mg,0.035/mg
Pittsburgh,Jokerz Candy Float ,Hybrid,FLOAT,Flower,$49.98,3.5g,22.24%,778.40mg,0.064/mg
Pittsburgh,Boocoo ,Indica,CALYPSO,Flower,$44.98,3.5g,22.17%,775.95mg,0.058/mg
"Chicago, IL - Wrigleyville/Lakeview",Lavender Aura ,Indica,CRESCO,Flower,$55.45,3.5g,21.85%,764.75mg,0.073/mg
"Chicago, IL - Wrigleyville/Lakeview",Triangle Octane Shake,Hybrid,HIGH SUPPLY,Flower,$100.59,14.0g,19.86%,2780.40mg,0.036/mg
New Kensington,Cool Grapes #66 ,Hybrid,GRASSROOTS,Flower,$63.95,7.0g,20.07%,1404.90mg,0.046/mg
Phoenixville,Memory Loss #22 ,Hybrid,GRASSROOTS,Flower,$47.98,3.5g,18.98%,664.30mg,0.072/mg
"Chicago, IL - Wrigleyville/Lakeview",Sophora ,Sativa,INNOCENT,Flower,$60.20,3.5g,21.96%,768.60mg,0.078/mg
Pittsburgh,Blueberry Spacecake  ,Indica,SUPPLY,Small,$50.00,7.0g,18.82%,1317.40mg,0.038/mg
"Chicago, IL - Wrigleyville/Lakeview",Animal Cake ,Sativa,OZONE,Flower,$54.18,3.5g,29.87%,1045.45mg,0.052/mg
Philadelphia - Chestnut St,Apple Pie ,Sativa,MODERN FLOWER,Flower,$45.01,3.5g,14.71%,514.85mg,0.087/mg
Phoenixville,Juice Box Float ,Hybrid,FLOAT,Flower,$49.98,3.5g,22.49%,787.15mg,0.063/mg
Phoenixville,Sundae Driver ,Indica,R.O.,Flower,$35.00,3.5g,19.00%,665.00mg,0.053/mg
Ambler,Tina ,Indica,CRESCO,Flower,$54.98,3.5g,24.65%,862.75mg,0.064/mg
"Chicago, IL - Wrigleyville/Lakeview",Dilly Bars ,Hybrid,GRASSROOTS,Flower,$49.91,3.5g,21.84%,764.40mg,0.065/mg
Montgomeryville,Bubba Diagonal Premium ,Indica,GRASSROOTS,Flower,$75.99,7.0g,22.34%,1563.80mg,0.049/mg
"Chicago, IL - Wrigleyville/Lakeview",MAC 1 Shake,Indica,OZONE,Flower,$54.18,7.0g,27.37%,1915.90mg,0.028/mg
Montgomeryville,Ice Cream Bean ,Indica,INSA,Flower,$49.98,3.5g,25.17%,880.95mg,0.057/mg
New Kensington,Memory Loss ,Hybrid,GRASSROOTS,Flower,$15.00,1.0g,18.98%,189.80mg,0.079/mg
Philadelphia - Chestnut St,Keystone Banana ,Hybrid,CRESCO,Flower,$54.98,3.5g,27.02%,945.70mg,0.058/mg
Phoenixville,Big Smooth ,Hybrid,FRX,Flower,$54.98,3.5g,23.64%,827.40mg,0.066/mg
Pittsburgh,Hot Stuff  ,Indica,SUPPLY,Small,$64.01,7.0g,25.45%,1781.50mg,0.036/mg
Lancaster,Tina  ,Indica,SUPPLY,Small,$63.95,7.0g,22.98%,1608.60mg,0.040/mg
New Kensington,Outer Space  ,Sativa,SUPPLY,Small,$64.01,7.0g,21.14%,1479.80mg,0.043/mg
Ambler,Morning Dew  Bud,Hybrid,GLEAF,Small,$15.00,1.0g,23.10%,231.00mg,0.065/mg
New Kensington,ICB ,Indica,INSA,Flower,$49.98,3.5g,20.37%,712.95mg,0.070/mg
Lancaster,Lemon Meringue  ,Sativa,GOOD GREEN,Small,$67.98,7.0g,16.93%,1185.10mg,0.057/mg
"Chicago, IL - Wrigleyville/Lakeview",Ice Cream Cake Popcorn,Indica,HIGH SUPPLY,Flower,$160.00,14.0g,19.56%,2738.40mg,0.058/mg
Ambler,Tina  ,Indica,SUPPLY,Small,$64.01,7.0g,25.98%,1818.60mg,0.035/mg
New Kensington,Alien Beans ,Indica,TERRAPIN,Flower,$37.00,3.5g,22.46%,786.10mg,0.047/mg
Montgomeryville,GG #4  ,Indica,SUPPLY,Ground Flower,$31.98,7.0g,13.35%,934.50mg,0.034/mg
Pittsburgh,Tangie ,Sativa,TERRAPIN,Flower,$31.99,3.5g,13.51%,472.85mg,0.068/mg
Lancaster,Lucinda Williams X GSC ,Hybrid,GRASSROOTS,Flower,$63.95,7.0g,23.46%,1642.20mg,0.039/mg
Butler,Pineapple Kush ,Indica,FRX,Flower,$54.98,3.5g,21.71%,759.85mg,0.072/mg
New Kensington,Gello  Bud,Hybrid,GLEAF,Small,$56.00,7.0g,24.01%,1680.70mg,0.033/mg
Butler,Kryptonite ,Indica,MOXIE,Flower,$54.98,3.5g,21.96%,768.60mg,0.072/mg
Philadelphia - Chestnut St,Bio Jesus  ,Indica,SUPPLY,Ground Flower,$29.97,7.0g,23.28%,1629.60mg,0.018/mg
Montgomeryville,Tina  ,Indica,SUPPLY,Ground Flower,$29.97,7.0g,15.83%,1108.10mg,0.027/mg
Montgomeryville,Glazed Enigma  ,Sativa,SUPPLY,Small,$50.00,7.0g,20.32%,1422.40mg,0.035/mg
Ambler,Caped Crusader ,Hybrid,CRESCO,Flower,$54.98,3.5g,29.85%,1044.75mg,0.053/mg
Lancaster,Gelato 33 I95 ,Hybrid,CRESCO,Flower,$54.98,3.5g,22.80%,798.00mg,0.069/mg
Philadelphia - Chestnut St,Shandy Kush ,Sativa,CLASSIX,Flower,$56.00,7.0g,24.32%,1702.40mg,0.033/mg
Butler,707 Headband ,Indica,CRESCO,Flower,$54.98,3.5g,23.39%,818.65mg,0.067/mg
Pittsburgh,Ice Cream Cake  ,Indica,GOOD GREEN,Small,$67.98,7.0g,20.21%,1414.70mg,0.048/mg
Ambler,Pretty Wicked ,Hybrid,AGRI-KIND,Flower,$20.00,1.0g,23.11%,231.10mg,0.087/mg
Montgomeryville,Jokerz Candy Float ,Hybrid,FLOAT,Flower,$49.98,3.5g,27.83%,974.05mg,0.051/mg
Butler,Sage ,Sativa,FRX,Flower,$54.98,3.5g,17.61%,616.35mg,0.089/mg
"Chicago, IL - Wrigleyville/Lakeview",Lavender Aura Shake,Indica,HIGH SUPPLY,Flower,$100.59,14.0g,20.50%,2870.00mg,0.035/mg
Butler,Jet Fuel ,Sativa,RYTHM,Flower,$54.98,3.5g,23.78%,832.30mg,0.066/mg
Lancaster,Critical Purple Kush  ,Indica,SUPPLY,Small,$63.95,7.0g,17.99%,1259.30mg,0.051/mg
Butler,MTF #2 ,Sativa,KYND,Flower,$50.02,3.5g,24.40%,854.00mg,0.059/mg
